Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00AL,Greenwich,5690,20,30,30,20,200,140,20,100,0,100,60,60,50,40,0,20,40,200,80,70,330,540,10,0,10,20,40,10,20,0,10,20,0,0,10,0,0,50,30,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,30,0,0,0,0,10,20,0,0,0,0,0,0,0,30,120,0,20,0,0,0,0,10,0,10,50,0,0,0,0,830,0,0,0,0,30,30,140,0,0,0,20,0,0,20,40,70,10,0,0,60,0,0,0,130,0,0,0,270,10,10,10,0,20,0,0,10,0,0,10,20,0,0,0,510,0,70,20,0,0,0,0,0,0,0,10,60,0,0,10,20,0,0,0,60,40,0,0,0,0,10,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,10,0,0,20,0,0,0,0,140,50,0,0,0,0,0,0,0,0,0,0,0
00AM,Hackney,7460,30,50,40,20,360,300,50,310,0,100,140,110,220,150,0,20,70,100,150,60,160,1690,10,0,30,10,40,30,30,0,20,20,0,0,0,0,10,280,20,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,20,10,0,30,180,0,0,0,0,0,0,0,0,0,20,20,0,0,0,380,0,0,0,0,30,30,60,0,0,0,10,0,0,10,10,10,20,0,0,110,0,0,0,70,0,0,0,160,10,10,10,50,70,0,0,20,0,0,10,20,0,0,10,0,0,60,20,0,0,10,0,10,20,0,0,10,0,10,20,40,0,0,0,160,70,0,0,10,0,0,0,0,0,10,190,0,0,80,0,0,0,10,10,0,0,0,0,10,0,0,60,20,0,0,0,0,0,0,20,0,0,10,0,0,10,0,350,110,0,0,0,0,0,0,0,0,0,0,0
00AN,Hammersmith and Fulham,9240,40,30,60,30,650,250,80,460,0,120,120,180,250,130,0,20,70,130,100,40,70,1010,10,10,10,20,20,30,30,0,30,40,0,10,0,0,10,50,20,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,30,0,0,0,0,10,0,0,0,0,10,20,0,0,0,40,0,0,0,0,10,60,220,0,10,0,0,0,0,10,0,0,10,0,0,30,0,0,0,70,0,0,0,160,10,50,20,10,60,10,0,20,0,0,10,30,0,30,0,20,0,60,100,0,10,0,0,0,10,0,20,10,20,0,80,10,0,0,0,320,140,0,0,20,0,0,0,0,0,0,150,0,0,140,0,0,0,0,10,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,0,20,0,2120,700,0,0,0,0,0,0,0,0,0,0,10
00AP,Haringey,10760,20,40,50,20,400,220,90,380,0,120,110,110,220,80,0,20,120,240,490,90,290,3750,10,10,100,140,80,20,20,0,20,30,0,10,10,0,10,340,80,10,10,0,10,0,0,0,0,40,10,0,0,0,0,0,10,0,0,0,0,20,10,10,0,10,0,20,20,0,10,170,0,10,0,0,0,0,10,0,10,120,20,0,0,0,170,0,0,0,0,10,120,140,0,10,0,10,0,0,40,0,20,20,0,0,120,0,0,0,110,0,0,0,180,0,30,10,20,40,0,0,10,0,0,0,30,0,0,10,10,0,90,60,0,0,10,0,20,20,0,10,30,0,0,20,20,0,0,0,130,80,0,0,10,0,0,0,0,0,10,140,0,0,80,0,0,0,10,10,0,0,0,0,10,0,0,70,20,0,0,0,0,0,10,0,0,0,30,0,0,10,0,340,100,0,0,0,0,0,0,0,0,0,0,10
00AQ,Harrow,5490,10,10,30,10,150,190,10,30,0,120,70,100,20,50,0,10,50,140,70,40,110,890,0,0,0,20,170,20,20,0,10,10,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,140,0,0,0,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,60,80,0,10,0,30,0,0,10,0,20,80,0,0,30,0,0,0,30,0,0,0,1230,0,30,20,10,10,0,0,10,10,0,10,20,0,0,0,120,0,190,60,0,0,0,0,0,0,0,0,420,0,0,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,60,20,0,0,0,0,0,0,0,0,0,0,10
00AR,Havering,980,0,0,10,0,20,20,0,10,0,10,20,20,10,10,0,0,10,30,0,10,60,160,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,10,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,30,0,0,0,20,0,0,0,20,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0
00AS,Hillingdon,4400,10,20,40,10,100,130,30,60,0,110,110,50,20,30,0,10,40,70,50,50,130,730,0,0,0,10,40,10,20,0,10,10,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,20,10,0,0,30,0,20,0,0,0,0,0,0,0,50,10,0,0,0,50,0,0,0,0,10,80,110,0,0,0,10,0,0,10,0,40,60,0,0,60,0,0,0,50,0,0,0,690,0,20,10,0,10,0,0,0,0,0,10,20,0,0,20,130,0,320,40,0,0,0,0,0,0,0,0,200,10,0,20,10,0,0,0,50,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,40,20,0,0,0,0,0,0,0,0,0,0,0
00AT,Hounslow,9740,30,20,30,10,320,160,20,110,0,100,170,100,90,50,0,20,80,190,80,100,260,2600,20,10,0,30,60,10,20,0,20,20,0,10,10,0,10,40,30,10,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,60,0,50,0,0,0,0,0,0,0,40,10,0,0,0,70,0,0,0,10,0,50,170,0,0,0,10,0,0,20,0,20,100,0,0,40,0,0,0,40,0,0,0,2180,0,30,20,0,20,0,0,10,10,0,20,20,0,0,40,180,10,560,70,0,10,0,0,0,10,0,10,130,10,0,50,0,10,0,0,80,50,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,270,150,0,0,0,0,0,0,0,0,0,0,0
00AU,Islington,6570,30,30,40,20,460,300,90,390,0,110,80,200,240,150,0,10,50,100,150,30,60,660,10,10,40,30,30,40,40,0,10,40,0,0,0,0,20,130,30,10,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,20,20,0,0,40,0,10,0,0,0,0,0,0,0,20,20,0,0,0,80,0,0,0,0,10,60,90,0,10,0,0,0,0,0,10,10,0,0,0,80,0,0,0,110,0,0,0,120,10,30,10,10,70,0,0,40,0,0,10,50,0,0,0,10,0,60,30,0,0,10,0,0,10,0,20,10,0,10,30,10,0,0,0,260,130,0,0,10,0,0,0,0,0,0,110,0,0,120,0,0,0,0,10,0,0,0,0,0,0,0,20,10,0,0,0,0,0,10,0,10,0,20,0,0,10,0,720,230,0,0,0,0,0,0,0,0,0,0,0
00AW,Kensington and Chelsea,7170,40,60,50,30,830,310,120,490,0,160,110,120,320,200,0,20,50,80,60,40,50,360,10,10,20,30,20,50,80,0,20,50,0,10,0,0,10,50,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,10,0,0,0,0,0,0,0,10,40,0,0,0,20,0,0,0,0,0,10,140,0,10,0,0,0,0,0,0,10,0,0,0,30,0,0,0,90,0,10,0,150,10,30,20,10,70,10,0,10,0,0,30,40,0,10,0,20,0,40,170,0,10,0,0,0,0,0,30,20,0,10,50,0,0,0,0,640,160,0,0,20,0,0,0,0,0,10,100,0,10,80,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,0,10,10,0,810,140,0,0,0,0,0,0,0,0,0,0,0
00AX,Kingston upon Thames,2950,10,0,10,10,90,110,20,40,0,30,50,40,30,20,0,10,40,60,90,10,100,550,0,0,10,20,10,10,10,0,0,10,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,30,10,0,0,0,20,0,0,0,0,0,0,150,0,0,0,0,0,0,10,0,20,10,0,0,20,0,0,0,60,0,0,0,160,10,30,10,0,10,0,10,240,0,0,10,10,0,0,0,10,0,60,40,0,0,0,0,0,0,0,10,150,10,0,20,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,30,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0
00AY,Lambeth,11040,30,40,30,30,620,300,60,530,0,160,520,260,310,90,0,40,90,160,120,40,150,2330,10,10,20,50,40,20,30,0,20,20,0,0,0,0,10,60,20,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,0,20,30,0,0,10,0,40,20,0,20,220,10,10,0,0,0,0,0,0,0,30,10,0,0,0,300,10,0,10,0,40,70,260,0,10,0,10,0,0,30,10,10,10,0,0,50,0,0,0,80,0,0,0,170,0,10,10,10,60,0,0,50,0,0,10,40,0,0,0,30,0,170,50,0,0,0,0,0,10,0,20,20,0,10,40,20,0,0,0,190,110,0,0,10,0,0,0,0,0,30,250,0,10,140,0,0,0,0,60,0,0,0,0,10,0,0,190,20,0,0,0,0,0,10,10,0,0,20,0,0,10,0,1180,390,0,0,0,0,0,0,0,0,0,0,10
00AZ,Lewisham,6690,20,30,10,20,350,200,40,190,0,110,100,90,110,70,0,20,80,120,70,60,280,1110,0,0,20,30,30,10,20,0,20,20,0,0,0,10,0,90,40,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,10,50,10,0,0,0,10,10,0,20,130,10,20,0,0,0,0,10,0,0,30,10,0,0,0,540,0,0,10,0,50,30,220,0,0,0,10,0,0,30,20,40,20,0,0,60,0,0,10,170,0,0,0,320,0,10,10,10,30,0,0,20,0,0,0,30,0,0,10,40,0,70,30,0,0,0,0,0,10,0,10,150,0,10,20,30,0,0,0,90,50,0,0,10,0,10,0,0,0,10,110,0,0,50,0,0,0,0,10,0,0,10,0,10,0,0,170,0,0,0,0,0,0,10,20,10,0,20,0,0,10,0,180,80,0,0,0,0,0,0,0,0,0,0,0
00BA,Merton,6600,10,40,30,10,140,210,20,130,0,90,80,80,50,40,0,10,40,140,70,20,150,1600,0,10,0,40,30,20,20,0,10,20,0,10,0,0,0,30,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,140,10,10,0,0,10,0,0,0,0,40,10,0,0,0,60,0,0,0,0,0,20,950,0,0,0,0,0,0,20,10,40,20,0,0,50,0,0,0,40,0,0,0,260,0,10,10,0,30,0,0,70,0,0,0,20,0,0,0,40,0,280,40,0,0,0,0,0,0,0,10,260,10,10,30,0,0,0,0,70,40,0,0,10,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,20,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,380,150,0,0,0,0,0,0,0,0,0,0,10
00BB,Newham,15670,20,40,40,20,320,170,30,180,0,170,250,70,100,60,0,60,90,170,140,270,2150,2020,10,0,10,140,200,10,20,0,40,60,0,10,10,0,0,40,40,10,0,10,0,0,0,0,0,40,10,0,0,0,0,0,20,0,0,0,0,30,10,10,0,10,0,10,10,0,90,250,10,40,0,0,0,0,10,0,10,140,10,0,0,0,530,0,0,10,0,30,90,280,0,10,0,30,0,0,50,10,50,40,0,0,1110,0,0,0,90,0,0,0,2510,10,10,10,0,10,0,0,10,0,0,0,60,0,0,20,60,0,1790,190,0,0,0,0,10,30,0,10,250,0,0,20,10,0,0,0,50,40,0,0,0,0,0,0,0,0,10,120,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,0,0,30,10,0,20,0,0,0,0,150,50,0,0,0,0,0,0,0,0,0,0,10
00BC,Redbridge,5140,10,10,10,10,100,140,0,30,0,80,70,70,20,10,0,10,30,30,20,60,490,410,10,0,10,30,60,10,0,0,10,20,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,0,20,0,0,0,0,10,0,0,60,0,0,0,0,100,0,0,10,0,0,40,120,0,0,0,30,0,0,10,10,30,20,0,0,190,0,0,0,20,0,0,0,1040,0,10,10,10,0,0,0,0,0,0,0,20,0,0,0,10,0,920,30,0,0,0,0,0,0,0,0,210,0,0,10,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0
