Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00AL,Greenwich,5690,20,20,40,10,210,120,30,70,0,100,80,70,40,50,0,20,40,140,60,110,450,450,10,10,20,10,20,10,10,0,10,20,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,10,10,0,0,0,0,0,10,0,20,170,0,20,0,0,0,0,20,0,0,70,0,0,0,0,920,0,0,0,0,30,70,160,0,0,0,10,0,0,40,30,80,10,0,0,70,0,0,0,140,0,0,0,270,0,20,10,0,10,0,0,10,0,0,0,40,0,0,10,250,0,80,30,0,0,0,0,0,0,0,10,80,0,0,20,40,0,0,0,70,40,0,0,0,0,10,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,10,10,0,0,20,0,0,0,0,160,40,0,0,0,0,0,0,0,0,0,0,0
00AM,Hackney,7650,30,40,30,20,310,250,40,310,0,90,130,120,250,120,0,20,80,120,90,80,210,1650,10,0,30,10,10,30,20,10,20,20,0,0,0,10,10,270,10,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,20,0,0,0,0,20,10,10,0,0,0,10,10,0,20,220,0,10,0,0,0,0,10,0,0,20,10,0,0,0,440,0,0,0,0,20,40,100,0,10,0,0,0,0,20,10,30,10,0,0,100,0,0,0,70,0,0,0,160,0,10,0,60,60,0,0,20,0,0,0,20,0,0,10,0,0,70,20,0,0,0,0,0,30,0,10,10,0,0,10,100,0,0,0,130,70,0,0,10,0,10,0,0,0,40,240,0,10,90,0,0,0,10,10,0,0,0,0,10,0,0,110,10,0,0,0,0,0,10,30,0,0,30,0,0,10,0,350,80,0,0,0,0,0,0,0,0,0,0,10
00AN,Hammersmith and Fulham,9390,30,20,80,30,460,230,80,410,0,130,120,230,210,140,0,20,70,160,90,40,110,1270,20,20,10,20,10,30,30,0,10,30,10,10,0,10,10,30,20,10,10,10,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,30,0,10,0,0,0,0,0,0,0,10,20,0,0,0,50,0,0,0,0,0,70,320,0,20,0,0,0,0,10,10,20,10,0,0,20,0,0,0,60,0,0,0,120,10,50,20,0,60,10,0,40,0,0,20,50,0,20,10,10,0,60,120,0,0,10,0,0,10,0,10,10,10,0,60,10,0,0,0,230,140,0,0,20,0,0,0,0,0,0,200,0,0,120,0,0,0,0,10,0,0,10,0,0,0,0,30,30,0,0,0,0,0,10,0,0,0,20,0,0,20,0,2190,620,0,0,0,0,0,0,0,0,0,0,10
00AP,Haringey,9560,20,20,40,20,290,180,90,320,0,110,140,120,210,70,0,20,110,260,370,80,380,2740,10,0,100,70,50,20,20,0,10,30,0,0,0,10,10,340,50,10,0,10,10,0,0,0,0,30,10,0,0,10,0,0,10,0,0,0,0,30,20,10,0,10,0,20,20,0,10,180,0,10,0,0,0,0,10,0,10,220,10,0,10,0,200,0,0,0,0,10,150,260,0,0,0,10,0,0,40,10,20,10,0,0,80,0,0,0,120,0,0,0,160,10,40,10,30,40,0,0,20,0,0,10,40,0,0,10,10,0,90,30,0,0,0,0,20,10,0,10,30,10,0,20,30,0,0,0,80,80,0,0,0,0,10,0,0,0,10,160,0,0,60,0,0,10,0,10,0,0,0,0,10,0,0,100,10,0,0,0,0,0,10,10,10,0,30,0,0,20,0,280,90,0,0,0,0,0,0,0,0,0,0,10
00AQ,Harrow,5080,0,10,30,0,100,150,10,40,0,110,60,100,20,30,0,20,60,170,50,30,130,670,10,0,10,10,40,10,20,0,10,10,0,0,0,0,0,30,20,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,130,0,0,0,0,10,0,0,20,0,0,0,0,70,0,0,0,0,10,100,100,0,0,0,30,0,0,10,10,30,60,0,0,40,0,0,0,20,0,0,0,1260,0,30,10,10,10,10,0,20,10,0,0,30,0,0,0,70,0,180,50,0,0,0,0,0,0,0,0,380,0,10,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,10
00AR,Havering,1090,0,0,0,0,20,20,0,10,0,10,10,30,10,10,0,0,20,50,10,10,80,130,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,20,0,0,0,0,80,0,0,0,0,0,0,70,0,0,0,0,0,0,10,0,30,0,0,0,20,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0
00AS,Hillingdon,4310,0,10,40,10,70,130,30,40,0,100,110,50,30,40,0,10,40,60,30,50,160,590,0,10,0,10,20,0,20,0,20,20,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,20,20,0,0,30,0,40,0,0,0,0,10,0,10,80,0,0,0,0,70,0,0,0,0,0,110,130,0,0,0,10,0,0,10,10,50,90,0,0,70,0,0,0,80,0,0,0,630,0,30,10,0,10,0,0,10,0,0,10,10,0,0,20,60,0,290,90,0,0,0,0,0,0,0,0,170,0,0,30,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0
00AT,Hounslow,10570,30,30,20,10,320,150,20,160,0,120,190,80,140,50,0,30,130,200,50,160,510,2540,10,10,10,30,40,10,30,0,30,30,0,10,10,0,10,30,20,10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,20,10,0,0,80,10,30,0,0,0,0,10,0,0,60,10,0,0,0,80,0,0,0,10,0,120,280,0,10,0,20,0,10,40,10,50,100,0,0,50,0,0,0,30,0,0,0,2210,0,50,10,0,30,0,0,20,10,0,10,40,0,0,60,110,0,570,70,0,0,0,0,0,0,0,10,150,10,0,40,0,0,0,0,80,50,0,0,10,0,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,350,140,0,0,0,0,0,0,0,0,0,0,10
00AU,Islington,6780,30,20,40,30,390,300,90,360,0,90,90,190,250,130,0,10,80,110,150,40,60,750,10,10,40,20,20,30,30,0,20,30,0,10,0,0,20,130,30,10,10,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,0,40,20,0,10,40,0,10,0,0,0,0,0,0,0,30,20,0,0,0,120,0,0,0,0,0,90,120,0,0,0,0,0,0,10,10,10,10,0,0,60,0,0,0,90,0,0,0,120,10,30,10,20,80,10,0,40,0,0,10,40,0,0,0,10,0,60,20,0,0,0,0,0,10,0,20,10,10,10,20,10,0,0,0,290,140,0,0,20,0,0,0,0,0,10,120,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,30,20,0,0,0,0,0,10,10,0,0,10,0,0,10,0,790,230,0,0,0,0,0,0,0,0,0,0,10
00AW,Kensington and Chelsea,6480,30,30,40,20,690,240,100,410,0,130,80,100,280,210,0,10,50,80,50,20,60,340,10,10,10,30,10,60,40,0,10,60,0,0,0,0,0,50,0,10,10,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,10,20,0,0,0,20,0,0,0,0,0,30,180,0,10,0,0,0,0,0,0,10,0,0,0,20,0,0,0,50,0,0,0,130,10,40,20,20,70,10,0,10,0,0,30,40,0,20,0,10,0,30,160,0,10,0,0,0,0,10,40,10,10,10,50,0,0,0,0,650,150,0,0,20,0,0,0,0,0,0,100,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,10,0,0,0,10,0,0,10,0,760,160,0,0,0,0,0,0,0,0,0,0,10
00AX,Kingston upon Thames,2850,10,10,20,0,90,110,20,40,0,30,50,40,40,40,0,10,60,70,60,10,100,400,0,0,0,0,10,0,10,0,10,10,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,50,0,0,0,0,20,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,50,0,0,0,200,0,20,20,0,20,0,20,210,0,0,10,20,0,0,0,0,0,80,30,0,0,0,0,0,0,0,10,150,0,0,20,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,60,40,0,0,0,0,0,0,0,0,0,0,0
00AY,Lambeth,10470,30,40,50,20,510,250,40,380,0,150,580,240,300,110,0,40,80,160,80,60,200,1920,10,10,10,30,20,10,20,0,10,20,0,0,0,0,10,30,30,10,0,10,0,0,0,0,0,50,10,0,0,10,10,0,20,0,0,0,0,30,50,10,0,10,0,50,30,0,10,290,10,20,0,0,0,0,0,0,0,40,20,0,0,0,340,0,10,0,0,30,120,270,0,20,0,10,0,0,30,10,30,10,0,0,40,0,0,0,80,0,0,0,130,0,10,10,10,40,0,0,50,0,0,0,40,0,10,0,20,0,160,50,0,0,0,0,0,0,0,10,20,0,0,30,20,0,0,0,180,110,0,0,10,0,0,0,0,0,70,280,0,10,140,0,0,10,0,60,0,0,10,0,10,0,0,250,10,0,0,0,0,0,10,10,0,0,30,0,0,10,0,1130,320,0,0,0,0,0,0,0,0,0,0,10
00AZ,Lewisham,6760,20,30,30,10,370,160,30,150,0,110,90,70,90,40,0,30,60,90,60,70,360,920,10,10,40,20,30,10,10,0,20,20,0,0,0,0,0,60,40,10,0,10,0,0,0,0,0,40,10,0,0,0,0,0,20,0,0,0,0,20,80,10,0,10,0,10,10,0,10,180,10,20,0,10,0,0,20,0,0,40,10,0,0,0,630,0,0,0,0,50,40,290,0,0,0,10,0,0,40,20,70,20,0,0,50,0,0,0,160,0,0,0,310,0,30,10,0,20,0,0,10,0,0,0,30,0,0,10,20,0,60,20,0,0,0,0,10,10,0,0,140,0,0,30,30,0,0,0,100,40,0,0,10,0,10,0,0,0,40,90,0,0,50,0,0,0,0,10,0,0,10,0,10,0,0,280,10,0,0,0,0,0,0,10,0,0,40,0,0,10,0,170,80,0,0,0,0,0,0,0,0,0,0,10
00BA,Merton,6520,10,20,20,10,120,170,20,100,0,80,90,90,60,40,0,20,60,130,70,40,190,1170,0,10,0,20,10,10,30,0,10,20,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,180,0,10,0,0,0,0,0,0,10,120,10,0,0,0,60,0,0,0,0,10,30,1170,0,0,0,0,0,0,20,10,50,20,0,0,50,0,0,0,50,0,0,0,220,0,10,10,10,30,0,10,90,0,0,10,20,0,0,0,20,0,300,40,0,0,0,0,0,0,0,0,270,10,0,30,0,0,0,0,50,40,0,0,10,0,0,0,0,0,10,80,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,40,10,0,0,0,0,0,0,0,0,0,20,0,0,10,0,390,160,0,0,0,0,0,0,0,0,0,0,0
00BB,Newham,14870,20,20,30,20,240,170,20,120,0,140,180,60,90,40,0,40,80,140,100,280,2700,1450,10,0,10,80,90,10,20,0,50,30,0,10,20,10,10,20,20,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,20,0,0,0,0,20,20,10,0,10,0,0,10,0,90,310,10,30,0,10,0,0,20,0,10,210,10,0,0,0,540,0,0,10,0,20,100,420,0,0,0,10,0,0,80,10,40,30,0,0,940,0,0,0,100,0,0,0,2460,10,20,10,0,10,0,0,10,0,0,10,50,0,0,20,20,0,1580,210,0,0,0,0,10,10,0,10,260,0,0,30,20,0,0,0,40,30,0,0,0,0,0,0,0,0,0,110,0,0,40,0,0,0,10,10,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,40,10,0,20,0,0,0,0,110,50,0,0,0,0,0,0,0,0,0,0,10
00BC,Redbridge,5270,10,10,10,0,90,90,0,40,0,60,80,60,20,10,0,10,40,40,20,60,670,380,10,0,10,10,20,10,10,0,10,10,0,0,0,0,0,20,20,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,50,0,10,0,0,0,0,10,0,0,140,0,0,0,0,100,0,0,0,0,0,40,210,0,0,0,10,0,0,20,10,50,20,0,0,160,0,0,0,30,0,0,0,960,0,10,10,10,0,0,0,0,0,0,0,20,0,0,0,0,0,890,20,0,0,0,0,0,0,0,0,230,0,0,10,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0
