Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00AL,Greenwich,3640,20,20,20,10,110,80,20,60,0,80,40,40,30,20,0,10,20,30,10,40,180,170,10,10,10,40,20,10,10,0,10,10,0,0,0,0,0,40,20,10,10,10,10,0,0,0,0,10,10,0,0,0,0,0,20,0,0,0,0,0,20,10,0,0,0,0,0,0,10,160,0,20,0,0,0,0,10,0,0,30,10,0,10,0,570,0,10,0,0,30,50,90,0,0,0,20,0,0,50,20,80,10,0,0,40,0,0,0,160,0,0,0,140,0,10,10,0,10,0,0,0,0,0,0,30,0,0,0,90,0,60,50,0,0,0,0,0,0,0,0,70,0,0,10,20,0,0,0,50,20,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,10
00AM,Hackney,5470,20,40,30,20,190,170,30,130,0,90,120,80,160,60,0,10,40,50,40,40,120,830,10,0,30,60,50,30,20,0,20,20,0,0,0,10,20,310,10,10,0,10,10,0,0,0,0,40,10,0,0,0,0,0,20,0,0,0,0,20,20,10,0,0,0,10,10,0,30,210,10,0,0,0,0,0,10,0,0,10,10,0,0,0,350,0,0,0,0,20,30,70,0,10,0,0,0,0,20,10,30,10,0,0,60,0,0,0,80,0,0,0,130,0,20,10,50,40,0,0,10,0,0,0,20,0,0,0,0,0,80,20,0,0,10,0,0,10,0,10,10,10,0,10,40,10,0,0,120,40,0,0,0,0,10,0,0,0,50,140,0,0,60,0,0,0,0,10,0,0,0,0,0,0,0,160,10,0,0,0,0,0,0,20,10,0,30,0,0,10,0,190,50,0,0,0,0,0,0,0,0,0,0,10
00AN,Hammersmith and Fulham,6830,30,20,40,20,340,160,50,220,0,110,90,180,190,90,0,10,60,100,70,20,80,830,10,10,0,40,20,20,10,0,30,20,0,0,0,0,10,40,10,10,0,10,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,30,0,0,20,0,0,0,0,10,0,0,0,0,10,10,0,0,0,40,0,0,0,0,10,80,240,0,20,0,0,0,0,10,10,10,10,0,0,20,0,0,0,50,0,0,0,100,10,50,20,10,50,10,0,20,0,0,10,30,0,20,10,10,0,60,120,0,0,0,0,0,10,0,10,10,10,0,100,10,0,0,0,180,100,0,0,10,0,0,0,0,0,10,150,0,10,90,0,0,0,0,0,0,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,20,0,0,20,0,1320,460,0,0,0,0,0,0,0,0,0,0,10
00AP,Haringey,7570,20,20,20,20,180,130,70,220,0,90,100,80,160,60,0,10,120,170,160,60,220,1420,40,0,90,300,100,10,10,0,20,40,0,10,0,10,10,400,40,20,10,30,30,0,0,0,0,60,10,0,0,0,0,0,10,0,0,0,0,40,10,20,0,10,0,30,20,0,0,210,0,20,0,10,0,0,0,0,20,200,10,0,10,0,160,0,0,0,0,10,140,230,0,10,0,10,0,0,50,10,30,20,0,0,80,0,0,0,140,0,0,0,190,10,30,30,10,30,0,0,20,0,0,10,50,0,0,10,10,0,90,30,0,0,0,0,0,0,0,0,40,0,0,10,20,0,0,0,90,40,0,0,0,0,0,0,0,0,10,110,0,10,50,0,0,0,0,10,0,0,10,0,10,0,0,140,10,0,0,0,0,0,0,10,10,0,20,0,0,10,0,200,60,0,0,0,0,0,0,0,0,0,0,20
00AQ,Harrow,3750,10,10,30,10,80,80,20,30,0,70,60,70,20,20,0,10,70,90,40,20,100,310,10,0,0,30,120,0,10,0,10,10,0,0,0,0,0,30,10,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,110,0,0,0,0,0,0,0,20,0,0,0,0,60,0,0,0,0,0,80,70,0,10,0,20,0,0,10,0,30,70,0,0,30,0,0,0,30,0,0,0,730,0,30,10,10,10,0,0,10,0,0,0,30,0,0,0,30,0,140,50,0,0,0,0,0,10,0,0,420,0,0,10,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,30,20,0,0,0,0,0,0,0,0,0,0,10
00AR,Havering,820,10,0,0,0,10,10,0,10,0,10,20,20,10,0,0,0,10,20,10,0,40,60,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0
00AS,Hillingdon,3200,0,10,20,10,70,80,30,30,0,80,90,60,20,40,0,10,20,40,10,40,120,260,10,10,0,20,20,0,10,0,10,10,0,0,0,0,0,20,10,10,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,0,0,30,0,30,0,0,0,0,0,0,10,70,0,0,0,0,50,0,0,0,0,0,110,100,0,10,0,0,0,0,10,0,70,60,0,0,40,0,0,0,70,0,0,0,410,0,20,10,0,0,0,0,10,0,0,10,20,0,0,10,20,0,260,70,0,0,0,0,0,0,0,0,160,10,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0
00AT,Hounslow,7150,10,10,30,10,270,110,20,90,0,100,160,80,110,30,0,20,70,100,30,80,270,1210,10,0,0,60,50,10,10,0,40,20,0,10,0,0,20,20,10,10,10,10,10,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,10,0,0,90,0,30,0,0,0,0,10,0,0,60,10,0,0,0,40,0,0,0,20,0,100,220,0,10,0,20,0,0,40,0,70,80,0,0,30,0,0,0,50,0,0,0,1400,10,40,10,0,10,0,0,10,0,0,10,30,0,0,40,30,0,530,70,0,10,0,0,0,0,0,10,190,10,0,30,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,190,110,10,0,0,0,0,0,0,0,0,0,10
00AU,Islington,5170,10,20,30,20,280,230,60,250,0,70,90,150,170,90,0,10,70,70,60,20,60,550,10,10,20,40,20,30,30,10,10,20,0,0,0,0,30,140,10,10,0,10,10,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,10,0,30,30,0,0,40,0,10,0,0,0,0,0,0,0,30,10,0,0,0,100,0,0,0,0,10,70,100,0,0,0,0,0,0,10,0,10,0,0,0,60,0,0,0,100,0,0,0,80,0,30,10,20,70,0,0,30,0,0,0,50,0,0,0,0,0,50,20,0,0,0,0,0,10,0,20,10,10,0,30,10,0,0,0,230,80,0,0,10,0,0,0,0,0,10,100,0,0,70,0,0,10,0,10,0,0,0,0,10,0,0,20,10,0,0,0,0,0,0,0,0,0,10,0,0,20,0,510,150,0,0,0,0,0,0,0,0,0,0,10
00AW,Kensington and Chelsea,5590,30,30,50,30,520,210,50,360,0,100,90,80,270,150,0,10,40,70,40,20,40,280,10,10,20,20,10,40,50,0,10,50,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,10,20,0,0,0,20,0,0,0,0,0,20,180,0,10,0,0,0,10,0,0,10,0,0,0,30,0,0,0,40,0,0,0,100,10,20,10,10,50,10,0,20,0,0,30,40,0,20,0,10,0,40,140,0,10,0,0,0,0,0,20,10,0,0,30,10,0,0,0,610,120,0,0,30,0,0,0,0,0,0,70,0,0,50,0,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,610,120,0,0,0,0,0,0,0,0,0,0,10
00AX,Kingston upon Thames,1730,10,10,10,0,50,80,10,30,0,20,30,30,20,20,0,0,20,40,30,0,30,150,0,0,0,30,10,10,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,110,0,0,0,0,0,0,10,0,20,10,0,0,10,0,0,0,40,0,0,0,130,0,20,20,0,10,0,10,130,0,0,10,10,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,120,0,0,10,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0
00AY,Lambeth,7030,20,30,30,20,380,150,30,210,0,110,310,160,170,50,0,20,80,80,50,30,110,980,10,0,10,70,30,10,20,0,20,10,0,0,0,0,10,30,10,10,10,10,10,0,0,0,0,40,10,0,0,0,0,0,10,0,0,0,0,20,90,10,0,10,0,40,30,0,10,270,10,10,0,0,0,0,0,0,0,40,20,0,0,0,230,0,0,0,0,30,100,190,0,10,0,10,0,0,30,0,20,20,0,0,50,0,0,0,70,0,0,0,100,10,20,10,0,40,0,0,40,0,0,10,30,0,0,0,0,0,110,70,0,0,0,0,0,0,0,10,20,0,0,20,10,0,0,0,120,60,0,0,10,0,10,0,0,0,90,180,0,10,80,0,0,0,0,40,0,0,0,0,10,0,0,280,10,0,0,0,0,0,10,0,0,0,30,0,0,20,0,610,230,0,0,0,0,0,0,0,0,0,0,10
00AZ,Lewisham,4790,20,20,10,10,270,120,30,100,0,90,90,50,80,40,0,20,30,50,40,30,200,350,20,0,20,50,30,10,20,0,20,20,0,0,0,0,0,60,20,10,10,10,10,0,0,0,0,40,10,10,0,0,0,0,10,0,0,0,0,20,100,10,0,10,0,0,10,0,20,180,10,10,0,0,0,0,20,0,0,20,10,0,10,0,390,0,0,0,0,40,40,160,0,0,0,10,0,0,30,10,60,30,0,0,30,0,0,0,170,0,0,0,180,0,40,10,10,30,0,0,0,0,0,0,50,0,0,0,10,0,50,10,0,0,0,0,0,0,0,10,140,0,0,10,30,0,0,0,60,40,0,0,0,0,10,0,0,0,20,70,0,0,30,0,0,0,0,10,0,0,0,0,10,0,0,280,10,0,0,0,0,0,10,10,0,0,20,0,0,10,0,120,60,0,0,0,0,0,0,0,0,0,0,10
00BA,Merton,3880,20,20,20,0,80,140,20,60,0,60,50,50,30,20,0,10,30,60,20,10,90,430,10,0,0,50,30,10,20,0,10,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,170,0,10,0,0,0,0,0,0,0,50,10,0,0,0,40,0,0,0,0,10,20,680,0,0,0,10,0,0,30,10,30,10,0,0,30,0,0,0,40,0,0,0,130,0,20,10,0,20,0,0,40,0,0,0,10,0,0,0,0,0,230,30,0,0,0,0,0,0,0,10,260,0,0,10,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,40,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,220,80,0,0,0,0,0,0,0,0,0,0,10
00BB,Newham,10450,20,30,10,10,190,110,20,70,0,110,180,40,70,30,0,30,30,70,40,100,1480,700,10,0,10,310,170,10,10,0,40,20,0,10,10,0,10,40,20,0,10,10,20,0,0,0,0,30,20,0,0,0,0,10,20,0,0,0,0,20,30,10,0,0,0,0,10,0,40,390,10,40,0,0,0,0,10,0,0,110,10,0,10,0,380,0,10,10,0,20,100,340,0,10,0,30,0,0,60,10,70,30,0,0,510,0,0,0,70,0,0,0,1400,0,10,10,10,10,0,0,0,0,0,0,60,0,0,10,20,0,1470,120,0,0,10,0,0,10,0,0,260,0,0,20,10,0,0,0,30,30,0,0,10,0,0,0,0,0,20,60,0,0,20,0,0,0,10,20,0,0,0,0,10,0,0,110,10,0,0,0,0,0,0,20,0,0,20,0,0,10,0,60,30,0,0,0,0,0,0,0,0,0,0,20
00BC,Redbridge,3900,10,10,10,0,70,50,0,20,0,50,60,50,20,10,0,10,30,40,10,30,330,180,20,0,0,40,40,10,10,0,10,0,0,0,0,0,0,20,10,10,10,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,10,60,0,30,0,0,0,0,20,0,0,110,0,0,0,0,60,0,10,0,0,0,60,150,0,0,0,10,0,0,10,10,60,20,0,0,120,0,0,0,20,0,0,0,530,0,20,0,0,10,0,0,0,0,0,0,20,0,0,0,10,0,830,20,0,0,0,0,0,0,0,0,180,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,10
