Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia (Joined EU in 2004),Czech Rep (Joined EU in 2004),Slovak Rep (Joined EU in 2004),Hungary (Joined EU in 2004),Rep of Latvia (Joined EU in 2004),Rep of Lithuania (Joined EU in 2004),Poland (Joined EU in 2004),Rep of Slovenia (Joined EU in 2004),Malta (Joined EU in 2004),Cyprus (Joined EU in 2004),Bulgaria (Joined EU in 2007),Romania (Joined EU in 2007),Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia (Joined EU July 2013),Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia & Montenegro,Andorra,Monaco,San Marino,Vatican City State,Liechtenstein,Gibraltar,Channel Islands (Grouped),Faroe Islands,Algeria,Angola,Benin,Bissau (Guinea),Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D'Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Mayotte,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe & Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena & Deps,Sudan (Contains South Sudan),Swaziland,Tanzania,Togo,Tunisia,Uganda,Western Sahara,Zambia,Zimbabwe,Afghanistan,Arab Emirates,_Sharjah,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,_Sarawak,Mongolia,Union of Myanmar (Burma),Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,Cocos (Keeling) Islands,Christmas Island,British Indian Ocean Islands,USA,Canada,Greenland,Anguilla,Antigua,Antilles (Netherlands),Argentina,Aruba,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands & Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,South Georgia & South Sandwich Island,St Lucia,St Martins,St Pierre & Miquelon,St Vincent & Grenadines,Suriname,Trinidad & Tobago,Turks & Caicos Islands,Uruguay,US Minor Outlying Islands,Venezuala,Virgin Islands (British),Virgin Islands (USA),Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Antarctic Territories (British),Bouvet Island,Cook Islands,French Polynesia (inc. Tahiti),French Southern Territories,Heard Island & McDonald Islands,Micronesia (Sub Region),New Caledonia,Niue,Norfolk Island,Papua New Guinea,Pitcairn,Solomon Islands,Tokelau,Tuvalu,Vanuatu,Wallis & Futuna,Others & Unknown
E12000004,East Midlands,"30,026",27,70,44,21,406,295,299,534,5,238,"1,610",355,756,66,0,91,510,1215,1215,"2,172","3,187","8,521",10,14,67,422,727,12,27,0,45,60,7,9,16,5,9,79,38,6,0,0,14,0,0,0,0,0,0,0,0,25,6,0,0,16,0,0,31,0,0,0,0,9,0,0,0,49,0,38,11,0,29,151,0,60,0,6,30,0,24,0,0,10,0,28,7,0,0,467,0,0,0,0,9,37,106,0,50,7,16,0,22,23,0,14,138,38,0,0,0,134,0,9,0,694,0,12,0,2080,33,109,75,14,27,15,0,27,7,0,11,190,0,0,0,8,42,0,555,110,0,7,0,0,0,0,25,23,107,29,17,99,94,0,6,0,0,0,224,122,0,0,0,0,6,0,0,9,0,0,8,0,36,0,9,15,0,0,6,6,0,0,0,0,0,0,0,6,51,29,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,6,0,0,179,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E12000005,West Midlands,"37,271",56,120,66,54,741,467,415,699,6,486,846,503,1016,190,0,127,842,"1,250",1263,"1,694","1,743","8,534",21,5,93,"1,534","1,597",31,117,8,46,70,0,8,12,0,9,76,41,7,7,0,26,0,0,0,0,0,0,0,0,27,6,7,0,13,0,5,89,0,0,0,0,18,8,15,0,56,0,145,28,0,78,247,17,77,0,7,22,0,21,0,0,16,0,33,0,7,0,943,0,6,8,0,21,116,109,0,133,0,51,7,19,36,0,10,228,206,0,0,0,401,0,9,0,793,0,10,0,3145,36,324,149,10,43,21,0,57,17,0,8,217,0,0,0,8,116,0,2404,100,0,6,0,0,0,6,13,21,184,64,43,86,85,31,0,0,0,0,248,171,0,0,0,0,14,0,0,0,0,0,6,6,57,0,8,14,0,0,6,5,9,0,0,0,0,0,0,0,240,36,0,0,0,0,0,7,0,0,0,0,0,6,0,6,0,0,0,10,0,0,248,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
E12000006,East,"42,086",83,151,78,73,845,713,527,1328,0,333,"2,300","1,020","1,658",142,0,129,508,764,"1,974","1,896","5,520","7,874",23,43,123,783,"1,623",66,56,9,76,138,9,8,15,10,15,188,77,10,0,11,16,0,0,0,0,0,0,0,0,56,0,0,7,12,0,0,27,0,0,0,0,15,7,0,0,77,0,10,5,0,28,278,8,89,0,0,13,0,14,0,6,33,0,44,0,9,0,984,0,0,0,0,5,11,211,0,16,0,35,0,28,14,0,28,228,66,0,0,0,381,0,10,6,718,0,12,0,2507,30,112,58,40,105,23,0,43,8,0,11,137,0,0,0,7,145,0,1034,234,0,15,0,0,5,5,14,36,275,55,35,203,81,0,0,0,0,0,666,297,0,0,0,0,18,0,0,6,0,0,0,0,100,0,24,33,0,0,0,8,6,0,0,0,0,0,0,0,52,51,0,0,0,0,0,17,0,0,5,0,0,8,0,18,0,0,0,11,0,0,570,234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
E12000007,London,"225,800",649,"1,153",942,540,"13,299","4,934","3,870","23,280",46,"2,934","11,075","6,197","24,974","2,664",8,624,"1,492","1,771","10,372","1,757","6,918","18,543",175,157,888,"3,484","8,801",818,667,104,693,"1,023",40,99,159,64,131,"1,295",459,99,20,54,145,0,5,0,0,0,0,0,0,783,43,18,20,31,0,9,210,12,0,0,0,119,143,54,7,419,0,241,161,0,117,1808,55,290,0,31,37,5,26,26,17,248,0,446,14,14,5,3820,17,23,62,6,203,679,835,0,150,0,71,15,93,270,0,50,208,858,11,0,31,2653,10,12,7,3095,0,77,0,11487,142,1156,272,329,1117,85,6,569,135,0,194,534,0,0,37,61,1130,7,4695,1028,0,141,30,5,26,89,60,286,"1,760",381,364,564,430,31,7,0,0,0,4374,"2,300",0,0,9,0,227,0,9,36,0,6,9,107,1709,0,104,809,0,19,48,73,306,7,0,50,7,46,0,18,965,264,0,5,5,17,17,114,0,0,52,0,0,28,0,105,0,21,0,137,0,0,7549,2787,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
E12000008,South East,"63,413",153,254,185,162,"1,962","1,495",1033,"2,353",16,671,"3,044","1,451","4,971",339,0,224,914,"1,266","3,230","1,731","2,639","11,493",31,77,185,"1,727","1,860",163,107,30,126,302,6,26,23,19,15,263,96,18,9,8,30,0,0,0,0,0,0,0,0,101,6,6,0,11,0,8,53,0,0,0,0,7,11,6,0,174,0,22,12,0,60,417,8,116,0,6,27,0,28,0,7,67,0,62,5,6,0,821,0,7,10,6,17,27,537,0,72,7,36,0,33,87,0,28,275,135,0,0,9,341,0,9,8,1329,0,33,0,3926,42,266,82,41,186,27,0,135,8,0,29,264,0,0,9,11,1456,6,1364,385,0,75,0,6,6,14,23,67,341,76,73,293,129,0,0,0,0,0,1162,619,0,0,0,0,112,0,6,7,0,0,5,10,238,0,38,81,0,7,8,5,22,0,0,6,0,19,0,7,63,93,0,0,0,5,5,14,0,0,8,0,0,33,0,22,0,8,0,39,0,0,1087,505,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
E12000009,South West,"28,471",68,91,58,49,970,677,378,1100,6,251,"1,815",561,"3,584",147,0,80,521,520,"1,307",615,"1,166","6,156",17,24,55,465,781,66,52,13,40,88,6,12,8,9,14,137,35,0,0,0,10,0,0,0,0,0,0,0,0,31,6,0,0,15,0,0,8,0,0,0,0,0,0,5,0,49,0,16,8,0,31,72,6,50,0,0,13,0,7,0,0,11,0,32,0,0,0,235,0,0,7,0,6,70,189,0,22,0,8,0,19,15,0,7,80,23,0,0,0,111,0,0,0,737,0,14,0,1428,31,86,51,10,63,16,0,26,0,0,13,172,0,0,5,7,158,6,191,165,0,18,0,0,0,5,12,31,49,55,42,155,138,0,0,0,0,0,390,225,0,0,0,0,28,0,0,0,0,0,0,6,117,0,19,34,0,0,9,0,9,5,0,9,0,0,0,0,46,37,0,0,0,0,0,6,0,0,5,0,0,9,0,11,0,0,0,28,0,0,452,196,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
N92000002,Northern Ireland,"7,793",15,16,32,20,174,135,39,108,0,57,647,"1,027",415,36,0,8,85,348,402,211,900,"1,718",0,0,0,67,123,10,19,0,13,12,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,6,0,0,5,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,45,0,0,0,0,0,67,21,0,32,0,0,0,5,0,0,0,12,0,0,0,0,18,0,6,0,136,0,0,8,233,11,12,0,0,13,0,0,0,6,0,0,48,0,0,0,0,8,0,29,36,0,0,0,0,0,0,0,7,0,12,5,20,16,0,0,0,0,0,89,52,0,0,0,0,5,0,0,0,0,0,0,0,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
S92000003,Scotland,"37,148",83,97,129,142,"1,039",828,854,1144,5,365,671,"1,428","2,958",276,0,185,704,828,"1,284","1,011","1,687","8,900",23,42,46,"1,003",801,58,99,30,45,121,7,12,0,23,8,110,16,24,0,0,16,0,0,0,0,0,0,0,0,47,5,0,0,16,0,0,14,0,0,0,0,17,8,11,0,55,0,123,16,0,41,190,0,36,0,9,32,0,25,0,0,11,0,21,6,5,0,865,0,5,7,0,8,27,126,0,105,0,16,0,22,51,0,5,57,51,0,0,10,89,0,12,0,1270,0,16,0,1678,49,314,88,17,59,18,0,43,10,0,7,211,0,0,6,8,98,9,788,134,0,44,0,0,0,0,16,34,59,80,51,125,31,0,0,0,0,0,906,431,0,0,0,0,13,0,0,7,0,0,0,0,65,0,15,27,0,0,0,5,7,0,0,0,0,0,0,0,9,59,0,0,0,0,0,14,0,0,0,0,0,5,0,15,0,5,0,32,0,0,727,279,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
W92000004,Wales,"10,924",19,25,29,23,270,181,188,188,0,90,367,364,624,32,0,15,296,376,415,116,347,"2,508",0,6,26,88,223,18,27,0,15,26,0,7,0,9,6,67,5,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,8,17,0,0,7,0,0,0,0,8,0,5,0,43,0,72,11,0,12,38,0,35,0,0,30,0,9,0,0,6,0,21,0,0,0,329,0,6,0,0,0,25,46,0,86,0,17,0,14,14,0,6,34,36,0,0,0,118,0,5,0,540,0,5,0,795,11,123,54,7,17,11,0,14,13,0,7,97,0,0,0,0,57,0,254,79,0,8,0,0,0,0,7,14,74,64,9,55,31,13,6,0,0,0,144,97,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,6,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,126,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Overseas Residents,Overseas Residents,"2,890",19,10,16,5,115,174,21,70,0,47,24,1024,87,21,0,6,44,32,45,53,83,379,0,5,0,199,109,8,8,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,63,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,26,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02000001,UK,"559,035","1,259","2,222","1,702","1,208","21,112","10,780","8,655","32,743",84,"6,018","24,531","14,509","45,442","4,172",8,"1,659","8,359","11,449","24,623","13,540","27,227","90,986",326,438,"1,684","10,193","17,717","1,352","1,305",209,"1,187","2,024",75,204,243,165,229,"2,488",828,180,43,73,286,0,5,0,0,0,0,0,0,1174,100,31,48,166,0,34,543,12,0,0,0,314,213,239,7,1100,0,"1,091",450,0,521,3567,114,859,0,73,397,5,207,31,37,451,0,810,32,41,5,10509,17,68,124,12,303,1218,2403,0,1018,14,290,27,316,600,0,174,1560,1699,11,0,66,4911,114,88,27,"12,006",0,225,17,31188,516,3640,1209,514,"1,763",277,6,1009,326,0,308,"2,519",0,0,65,142,3506,42,16159,2564,0,354,30,11,37,129,211,593,"3,246","1,234",731,1989,1298,150,19,0,0,0,9008,"4,775",0,0,9,0,467,0,20,76,0,6,38,129,2480,0,272,"1,080",0,36,87,116,374,12,0,71,12,81,0,36,1536,707,0,5,5,22,22,210,0,0,76,0,0,89,0,221,0,40,0,307,0,0,11750,4512,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
