Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia ,Czech Rep ,Slovak Rep ,Hungary ,Rep of Latvia ,Rep of Lithuania ,Poland ,Rep of Slovenia ,Malta ,Cyprus ,Bulgaria ,Romania ,Switzerland ,Norway ,Iceland ,Ukraine ,Russian Federation ,Rep of Armenia ,Rep of Belarus ,Rep of Moldova ,Rep of Azerbaijan ,Rep of Georgia ,Turkey ,Albania ,Rep of Croatia ,Rep of Bosnia-Herzegovina ,Former Yug Rep of Macedonia,Serbia & Montenegro ,Andorra ,Monaco ,Liechtenstein ,Faroe Islands ,Algeria ,Angola ,Benin ,Bissau (Guinea) ,Botswana ,Burkina Faso ,Burundi ,Cameroon ,Cape Verde Islands ,Central African Rep,Chad ,Comoro Islands ,Congo ,Cote D'Ivoire ,Democratic Rep of Congo,Djibouti ,Egypt ,Equatorial Guinea ,Eritrea ,Ethiopia ,Gabon ,Gambia ,Ghana ,Guinea ,Kenya ,Lesotho ,Liberia ,Libya ,Malagasy Rep ,Malawi ,Mali ,Mauritania ,Mauritius ,Morocco ,Mozambique ,Namibia ,Niger ,Nigeria ,Principe & Sao Tome,Rwanda ,Senegal ,Seychelles ,Sierra Leone ,Somalia ,South Africa ,St Helena & Deps ,Sudan ,Swaziland ,Tanzania ,Togo ,Tunisia ,Uganda ,Zambia ,Zimbabwe ,Afghanistan ,Arab Emirates ,Bahrain ,Bangladesh ,Bhutan ,Brunei ,Cambodia ,China Peoples Rep,_Macau ,_Hong Kong ,East Timor ,India ,Indonesia ,Iran ,Iraq ,Israel ,Japan ,Jordan ,North Korea ,South Korea ,Kuwait ,Laos ,Lebanon ,Malaysia ,_Sabah ,Mongolia ,Union of Myanmar (Burma),Nepal ,Oman ,Pakistan ,Philippines ,Qatar ,Rep of Kazakhstan ,Rep of Kyrgyzstan ,Rep of Tajikistan ,Rep of Turkmenistan ,Rep of Uzbekistan ,Saudi Arabia ,Singapore ,Sri Lanka ,Syria ,Taiwan ,Thailand ,Vietnam ,Rep of Yemen ,Maldive Islands ,British Indian Ocean Islands,USA ,Canada ,Anguilla ,Antigua ,Argentina ,Bahamas ,Barbados ,Barbuda ,Belize ,Bermuda ,Bolivia ,Brazil ,Cayman Islands ,Chile ,Colombia ,Commonwealth of Dominica,Costa Rica ,Cuba ,Dominican Rep ,Ecuador ,El Salvador ,Falkland Islands & Deps,Grenada ,Guatemala ,Guyana ,Haiti ,Honduras ,Jamaica ,Mexico ,Montserrat ,"Nevis, St Kitts-Nevis ",Nicaragua ,Panama ,Paraguay ,Peru ,St Lucia ,St Vincent & Grenadines ,Suriname ,Trinidad & Tobago ,Turks & Caicos Islands,Uruguay ,Venezuala ,Virgin Islands (British),Australia ,New Zealand ,Fiji ,Samoa ,American Samoa ,Tonga ,Cook Islands ,Micronesia (Sub Region),Papua New Guinea ,Pitcairn ,Solomon Islands ,Vanuatu ,Others & Unknown 
E09000026,Redbridge,"7,760",30,10,10,0,110,70,20,120,0,40,150,100,110,10,0,20,20,20,160,80,640,240,0,0,10,110,450,10,10,0,20,20,0,10,10,0,0,20,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,30,10,10,0,0,0,0,0,0,0,10,10,0,0,0,90,0,0,0,0,0,20,20,0,0,0,10,0,0,10,0,20,40,0,0,250,0,0,0,20,0,0,0,"1,700",0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,20,0,"2,270",20,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0
E09000027,Richmond upon Thames,"2,110",10,10,20,10,90,90,30,110,0,40,60,180,80,60,0,0,20,30,60,20,40,160,0,0,0,30,30,10,10,0,10,30,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,50,0,40,0,0,20,0,0,0,0,0,0,10,0,0,0,10,0,60,30,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,130,40,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,140,60,0,0,0,0,0,0,0,0,0,0,0
E09000028,Southwark,"11,310",30,60,50,30,930,310,140,"1,080",0,200,400,290,"1,440",130,0,50,50,40,170,90,170,350,10,10,40,100,180,40,30,0,40,50,0,0,0,0,0,70,10,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,50,0,0,0,0,0,30,10,0,20,0,30,20,0,10,200,20,10,0,10,0,0,0,0,0,10,30,0,0,0,770,0,0,0,0,110,30,40,0,0,0,0,0,10,20,10,10,40,0,0,60,0,0,0,360,0,10,0,330,10,30,10,10,70,0,0,50,0,0,10,40,0,10,0,0,0,240,80,0,10,0,0,0,20,0,20,10,0,30,60,90,0,0,0,270,140,0,0,10,0,0,0,0,0,30,190,0,10,180,0,0,0,0,60,0,0,0,0,0,0,0,130,20,0,0,0,0,0,10,0,0,0,10,0,0,0,0,360,130,0,0,0,0,0,0,0,0,0,0,10
E09000029,Sutton,"1,540",0,0,0,0,30,30,10,50,0,20,40,50,30,0,0,10,10,10,40,20,40,190,0,0,0,80,70,0,10,0,0,10,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,20,10,0,0,20,0,0,0,30,0,0,0,120,0,20,10,0,0,0,0,20,0,0,0,0,0,0,0,30,0,110,20,0,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
E09000030,Tower Hamlets,"14,200",50,80,100,60,"1,090",450,220,"1,790",10,140,300,360,"1,730",290,0,60,60,80,220,160,330,330,10,10,30,90,140,60,40,10,40,140,10,10,0,10,10,70,10,10,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,20,0,10,0,0,0,0,0,0,0,10,30,0,0,0,80,0,0,10,0,0,40,50,0,0,0,0,0,10,10,0,10,10,0,0,"1,310",0,0,0,450,0,10,0,760,10,20,0,20,120,10,0,40,0,0,10,70,0,0,10,20,0,260,40,0,20,10,0,10,30,0,50,20,0,20,40,70,0,0,0,340,220,0,0,10,0,0,0,0,0,0,150,0,10,50,0,0,0,0,10,0,0,0,0,0,0,0,20,30,0,0,0,0,0,10,0,0,0,0,0,0,10,0,680,170,0,0,0,0,0,0,0,0,0,0,10
E09000031,Waltham Forest,"11,580",10,20,10,10,420,130,60,540,0,50,260,130,930,40,0,50,260,300,480,260,900,970,10,0,30,480,"1,300",30,10,0,50,20,0,0,10,0,10,110,30,0,0,0,10,0,0,0,0,130,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,10,0,0,0,150,0,10,0,0,0,0,0,0,0,20,20,0,0,0,150,0,0,0,0,10,40,30,0,0,0,0,0,10,10,0,10,50,0,0,130,0,0,0,160,0,0,0,190,0,10,0,0,20,0,0,0,0,0,0,0,0,0,10,10,0,"1,710",30,0,0,0,0,0,10,0,0,130,0,0,10,10,0,0,0,30,50,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,10,0,0,10,0,0,0,0,70,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,140,40,0,0,0,0,0,0,0,0,0,0,10
E09000032,Wandsworth,"9,410",30,50,30,20,440,300,130,890,0,90,240,490,580,120,0,40,50,60,220,60,150,740,10,10,10,130,90,40,40,0,20,50,0,0,0,10,0,90,10,0,0,10,10,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,10,0,0,60,0,0,0,0,0,0,0,0,0,10,30,0,0,0,40,0,0,0,0,0,40,190,0,0,0,0,0,0,20,0,10,30,0,0,20,0,0,0,70,0,0,0,200,10,40,0,10,40,0,0,30,0,0,0,20,0,0,0,10,0,660,100,0,0,0,0,0,0,0,0,40,0,0,90,10,0,0,0,190,150,0,0,10,0,0,0,0,0,0,120,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,40,20,0,0,0,0,10,10,0,0,0,0,0,0,20,0,"1,020",500,0,0,0,0,0,0,0,0,0,0,10
E09000033,Westminster,"11,190",50,90,90,40,"1,370",370,350,"1,110",10,230,250,190,"1,180",320,0,40,40,40,120,60,90,170,10,10,60,60,110,100,50,0,30,160,0,0,0,10,10,70,20,10,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,10,0,0,10,0,10,0,0,10,0,0,0,0,0,50,0,0,0,40,0,0,0,0,10,10,50,0,30,0,10,0,10,10,0,0,20,0,10,80,0,0,0,210,0,0,0,330,20,100,50,40,100,10,0,50,50,0,50,70,0,10,0,10,0,100,100,0,30,0,0,0,0,20,40,20,20,20,60,10,0,0,0,770,220,0,0,30,0,0,0,0,0,0,150,0,10,50,0,0,0,0,10,0,0,0,0,0,0,0,10,30,0,0,0,0,0,10,0,0,0,0,0,0,10,0,680,150,0,0,0,0,0,0,0,0,0,0,20
E12000001,North East,"8,600",10,20,20,20,190,150,140,180,0,60,150,230,240,50,0,20,200,120,100,130,290,920,0,10,20,90,240,10,20,0,10,50,10,0,0,10,0,50,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,20,10,20,0,30,0,50,10,0,10,20,0,20,0,0,60,0,0,0,0,10,10,0,0,0,380,0,0,0,0,10,20,30,0,50,0,0,0,10,20,0,50,70,0,10,170,0,0,0,770,0,10,0,800,30,180,80,0,30,10,0,10,10,0,10,260,0,0,10,30,0,490,70,0,10,0,0,0,0,0,20,90,20,20,110,80,10,0,0,190,100,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,90,30,0,0,0,0,0,0,0,0,0,0,10
E12000002,North West,"39,100",60,120,80,70,820,630,340,840,0,270,940,960,"1,600",180,0,80,980,"1,250","1,330","1,260","1,520","6,120",20,40,100,460,720,60,70,20,60,100,0,10,10,10,20,170,20,0,0,0,10,0,0,0,0,40,20,0,0,20,0,10,70,0,0,0,0,30,10,40,0,100,0,150,140,0,60,190,10,60,0,10,190,0,20,0,0,30,50,0,0,0,"1,260",0,10,20,0,20,180,140,0,130,0,20,0,30,60,20,180,190,0,10,490,10,10,0,"1,440",0,20,0,"2,550",40,560,180,20,60,50,0,60,110,0,20,280,0,10,10,90,10,"5,420",200,0,10,0,0,0,10,30,30,260,80,30,180,90,40,0,0,390,200,0,0,40,0,10,0,0,10,10,70,0,30,50,0,0,0,0,0,0,0,0,10,10,0,0,90,60,0,0,0,0,0,20,0,0,0,10,0,0,40,0,490,140,10,0,0,0,0,0,0,0,0,0,50
E12000003,Yorkshire and the Humber,"32,210",40,50,60,20,480,410,260,460,0,180,480,370,750,110,0,100,730,"1,140",780,"1,910","2,020","6,830",10,20,60,250,550,30,50,10,50,90,0,10,10,0,10,120,20,10,0,10,10,0,0,0,0,50,10,0,0,50,0,0,40,0,0,0,0,40,20,40,0,80,0,240,60,0,70,180,20,70,0,10,120,0,50,0,0,10,40,0,0,0,700,0,10,10,0,20,130,110,0,140,0,20,0,20,50,20,240,160,0,10,220,30,10,0,"1,210",0,10,0,"2,040",40,480,330,10,50,40,0,30,70,0,10,210,0,0,10,300,0,"3,520",180,0,10,0,0,0,0,20,30,190,70,40,210,70,60,0,0,330,190,0,0,10,0,0,0,0,0,0,50,0,10,30,0,0,0,10,0,0,0,10,0,0,0,0,60,50,0,0,0,0,0,10,0,0,0,10,0,0,10,0,340,100,40,0,0,0,0,0,0,0,0,0,30
E12000004,East Midlands,"30,250",30,60,30,40,430,300,180,420,0,200,"1,010",340,470,130,0,140,390,740,960,"2,830","3,400","6,940",10,20,60,370,900,20,30,10,50,70,0,20,20,0,0,130,40,0,10,0,20,0,0,0,0,30,10,0,0,10,0,10,40,0,0,0,0,20,0,10,0,50,0,70,10,0,40,160,0,70,0,0,60,0,30,0,0,30,20,0,0,0,610,0,0,0,0,20,60,110,0,50,0,40,0,20,40,20,230,100,0,10,190,0,0,0,930,0,10,0,"2,640",20,150,120,10,30,20,0,20,10,0,10,200,0,10,10,80,0,"1,380",130,0,10,0,0,0,0,30,10,190,20,30,110,80,10,10,0,210,130,0,10,10,0,10,0,0,10,0,40,0,10,20,0,0,0,0,10,0,0,0,0,0,0,0,90,30,0,0,0,0,0,10,0,0,0,10,0,0,10,0,230,90,10,0,0,0,0,0,0,0,0,0,20
E12000005,West Midlands,"40,740",50,110,70,50,790,500,240,520,0,420,580,450,690,190,0,170,590,"1,000",880,"2,150","2,050","7,250",20,20,50,"1,530","1,760",40,90,0,50,90,0,10,10,10,10,90,40,10,10,10,20,0,0,0,0,40,10,0,0,10,0,10,130,0,0,0,0,40,30,30,0,70,0,160,20,0,70,230,20,100,0,10,50,0,30,0,0,20,40,0,0,0,"1,100",0,10,10,0,20,160,140,0,130,0,60,10,30,60,20,270,330,0,0,530,0,0,10,"1,170",0,20,0,"4,680",30,330,210,10,40,30,0,40,20,0,10,210,0,10,10,220,0,"4,500",250,0,10,0,0,0,10,10,20,310,40,50,150,80,40,0,0,310,170,0,0,10,0,0,0,0,0,0,60,0,10,20,0,0,10,0,10,0,0,0,0,0,0,0,450,20,0,0,0,0,0,10,0,0,0,10,0,0,10,0,330,90,10,0,0,0,0,0,0,0,0,0,10
E12000006,East,"44,350",80,120,90,60,810,780,320,980,0,310,"1,660","1,020","1,100",170,0,210,470,770,"1,400","2,420","6,090","7,270",20,30,70,920,"1,910",60,60,10,80,130,0,20,10,10,10,260,70,10,10,0,20,0,0,0,0,70,10,0,10,10,0,10,40,0,0,0,0,10,10,10,0,90,0,10,10,0,40,310,0,80,0,0,20,0,10,0,0,40,40,0,0,0,"1,060",0,0,10,0,10,10,230,0,10,0,30,0,40,30,30,340,120,0,0,510,0,0,10,850,0,10,0,"3,600",30,140,90,30,80,20,0,40,0,0,10,150,0,0,10,240,0,"2,150",400,0,10,0,0,0,0,20,30,430,20,30,250,90,0,0,0,750,280,0,0,20,0,0,0,0,0,0,130,0,10,50,0,0,10,10,10,0,0,0,0,10,0,0,90,60,0,0,0,0,0,20,0,10,0,20,0,0,10,0,620,290,10,0,0,0,0,0,0,0,0,0,40
E12000007,London,"249,780",680,"1,120","1,030",550,"13,580","5,460","2,910","17,100",50,"2,850","8,020","6,540","17,030","2,880",0,760,"1,350","1,640","7,450","2,560","9,260","16,290",180,170,750,"4,770","11,500",870,680,90,720,"1,260",50,100,130,70,140,"1,940",510,80,30,80,220,0,0,0,0,970,70,20,20,30,20,20,460,10,0,0,0,160,200,110,0,560,0,290,170,10,120,"2,460",110,360,0,40,60,10,40,40,20,290,490,10,10,0,"5,830",10,40,80,10,330,970,"1,230",0,140,0,140,20,110,410,90,340,"1,300",10,40,"4,480",10,20,10,"3,610",0,70,0,"19,680",160,"1,400",390,350,"1,260",90,10,670,220,0,220,650,0,90,130,"2,510",10,"15,720","1,610",0,160,60,20,60,130,60,320,"3,930",170,270,870,560,40,10,0,"5,010","2,580",0,10,230,10,40,0,0,20,100,"2,410",10,120,"1,430",0,20,30,50,360,20,0,60,10,80,0,10,"1,790",310,0,0,10,10,20,120,60,20,0,120,0,20,210,0,"9,220","3,180",10,0,0,0,0,10,0,0,0,0,280
E12000008,South East,"67,830",140,250,160,160,"2,060","1,630",770,"1,880",10,640,"1,960","1,570","3,250",390,0,290,910,"1,290","2,430","2,600","3,250","10,100",40,70,160,"2,010","2,840",150,110,30,170,310,10,30,30,20,20,370,100,20,0,20,40,0,0,0,0,110,10,0,0,20,0,10,70,0,0,0,0,10,10,10,0,140,0,30,20,0,70,530,0,170,0,10,50,0,40,0,0,80,70,0,0,0,990,0,10,10,10,30,40,720,0,80,0,50,0,50,90,30,430,210,0,0,540,10,10,0,"1,580",0,30,0,"5,330",40,350,80,40,220,30,0,150,10,0,20,280,0,10,10,"2,560",0,"3,010",610,0,60,0,0,0,20,30,60,580,40,70,390,120,0,0,0,"1,240",640,0,0,140,10,20,0,0,10,10,410,0,50,140,0,0,20,10,20,0,0,0,0,0,0,0,80,90,0,0,0,0,0,30,0,10,0,40,0,0,50,0,"1,320",540,30,0,0,0,0,0,0,0,0,0,50
E12000009,South West,"28,530",70,60,60,70,930,690,220,740,0,240,"1,260",520,"2,450",170,0,90,530,590,"1,040",850,"1,560","5,780",10,30,40,480,840,80,90,10,60,100,0,10,0,10,10,230,30,10,0,0,20,0,0,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,40,0,20,10,0,30,70,10,60,0,0,40,0,10,0,0,10,40,10,0,0,300,0,0,0,0,10,140,220,0,50,0,10,0,20,20,10,90,50,0,0,190,0,0,0,850,0,10,0,"1,810",30,120,70,10,80,20,0,60,10,0,10,180,0,0,0,230,0,450,250,0,10,0,0,0,10,10,30,110,20,40,210,110,0,0,0,390,240,0,0,30,0,0,0,0,0,0,190,0,30,210,0,0,10,0,0,0,0,10,0,0,0,0,100,50,0,0,0,0,0,10,0,10,0,10,0,0,30,0,540,230,30,0,0,0,0,0,0,0,0,0,20
N92000002,Northern Ireland,"8,040",10,10,20,10,140,130,20,120,0,50,470,"1,110",250,20,0,10,90,320,300,390,"1,170","1,680",0,10,0,120,170,0,10,0,10,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,80,20,0,20,0,0,0,10,0,0,10,0,0,0,10,0,0,0,180,0,0,0,330,0,10,0,0,10,10,0,10,0,0,0,50,0,0,0,10,0,40,50,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,100,60,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,10,0,0,0,0,0,0,0,0,0,10
S92000003,Scotland,"36,980",80,80,110,130,"1,000",770,510,780,10,300,410,"1,540","2,060",210,0,230,970,690,"1,040","1,230","1,970","7,390",20,40,40,"1,200","1,050",70,90,30,60,110,10,10,0,20,10,130,10,10,0,0,10,0,0,0,0,60,10,0,0,30,0,0,30,0,0,0,0,20,10,10,0,60,0,90,20,0,30,180,0,40,0,0,80,0,30,0,0,10,30,0,0,0,"1,120",0,10,0,0,10,50,160,0,110,0,10,0,20,40,10,80,40,0,10,170,0,10,0,"1,550",0,20,0,"2,540",40,270,70,20,80,20,0,50,20,0,10,270,0,0,10,240,10,"1,240",170,0,30,10,0,10,0,10,30,50,30,40,140,30,0,0,0,990,550,0,0,20,0,0,0,0,0,0,70,0,20,30,0,0,0,10,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,10,0,0,0,10,0,10,30,0,780,290,10,0,0,0,0,0,0,0,0,0,20
W92000004,Wales,"11,900",20,30,20,20,260,190,120,200,0,100,270,450,400,40,0,30,290,320,380,190,490,"2,220",0,10,20,150,310,20,10,10,20,30,0,0,0,10,10,70,10,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,10,0,40,0,80,10,0,20,30,0,30,0,0,50,0,20,0,0,20,20,0,0,0,390,0,0,0,0,0,40,60,0,90,0,30,0,10,20,10,70,40,0,10,150,0,0,0,690,0,10,0,"1,240",10,140,80,0,30,20,0,10,30,0,10,150,0,10,10,90,0,380,100,0,10,0,0,0,0,0,10,100,30,10,70,30,10,0,0,160,80,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,50,0,0,0,0,0,0,0,0,0,0,10
Overseas Residents,Overseas Residents,"2,510",10,10,0,0,80,130,10,40,0,40,30,810,60,20,0,20,30,10,30,80,120,340,0,0,0,230,170,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,20,0,0,0,0,0,0,0,0,0,0
K02000001,UK,"600,810","1,280","2,040","1,760","1,200","21,560","11,760","6,050","24,280",90,"5,680","17,250","15,910","30,370","4,570",10,"2,150","7,520","9,890","18,110","18,590","33,190","79,140",320,460,"1,350","12,580","22,940","1,410","1,310",240,"1,350","2,360",100,230,230,170,240,"3,590",860,160,80,120,390,0,0,10,0,"1,460",170,40,50,190,30,80,910,10,0,10,0,350,310,290,10,"1,260",10,"1,190",490,10,550,"4,350",190,"1,070",10,100,790,20,280,50,40,560,860,20,30,10,"13,770",20,100,140,40,490,"1,880","3,180",0,"1,000",20,400,50,370,830,260,"2,320","2,610",10,90,"7,660",70,60,40,"14,840",0,220,10,"47,270",470,"4,160","1,700",510,"1,960",340,20,"1,170",510,10,330,"2,880",0,140,230,"6,610",40,"38,300","4,020",10,340,90,30,70,190,220,590,"6,250",560,630,"2,720","1,370",210,20,10,"10,090","5,230",0,20,530,30,90,0,20,60,140,"3,500",10,300,"1,990",10,40,90,100,410,20,0,80,30,120,10,20,"2,780",760,0,10,20,20,30,240,80,60,0,250,0,50,390,0,"14,200","5,090",180,0,0,10,0,10,10,0,0,0,540
