Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia ,Czech Rep ,Slovak Rep ,Hungary ,Rep of Latvia ,Rep of Lithuania ,Poland ,Rep of Slovenia ,Malta ,Cyprus ,Bulgaria ,Romania ,Switzerland ,Norway ,Iceland ,Ukraine ,Russian Federation ,Rep of Armenia ,Rep of Belarus ,Rep of Moldova ,Rep of Azerbaijan ,Rep of Georgia ,Turkey ,Albania ,Rep of Croatia ,Rep of Bosnia-Herzegovina ,Former Yug Rep of Macedonia,Serbia & Montenegro ,Andorra ,Monaco ,Liechtenstein ,Faroe Islands ,Algeria ,Angola ,Benin ,Bissau (Guinea) ,Botswana ,Burkina Faso ,Burundi ,Cameroon ,Cape Verde Islands ,Central African Rep,Chad ,Comoro Islands ,Congo ,Cote D'Ivoire ,Democratic Rep of Congo,Djibouti ,Egypt ,Equatorial Guinea ,Eritrea ,Ethiopia ,Gabon ,Gambia ,Ghana ,Guinea ,Kenya ,Lesotho ,Liberia ,Libya ,Malagasy Rep ,Malawi ,Mali ,Mauritania ,Mauritius ,Morocco ,Mozambique ,Namibia ,Niger ,Nigeria ,Principe & Sao Tome,Rwanda ,Senegal ,Seychelles ,Sierra Leone ,Somalia ,South Africa ,St Helena & Deps ,Sudan ,Swaziland ,Tanzania ,Togo ,Tunisia ,Uganda ,Zambia ,Zimbabwe ,Afghanistan ,Arab Emirates ,Bahrain ,Bangladesh ,Bhutan ,Brunei ,Cambodia ,China Peoples Rep,_Macau ,_Hong Kong ,East Timor ,India ,Indonesia ,Iran ,Iraq ,Israel ,Japan ,Jordan ,North Korea ,South Korea ,Kuwait ,Laos ,Lebanon ,Malaysia ,_Sabah ,Mongolia ,Union of Myanmar (Burma),Nepal ,Oman ,Pakistan ,Philippines ,Qatar ,Rep of Kazakhstan ,Rep of Kyrgyzstan ,Rep of Tajikistan ,Rep of Turkmenistan ,Rep of Uzbekistan ,Saudi Arabia ,Singapore ,Sri Lanka ,Syria ,Taiwan ,Thailand ,Vietnam ,Rep of Yemen ,Maldive Islands ,British Indian Ocean Islands,USA ,Canada ,Anguilla ,Antigua ,Argentina ,Bahamas ,Barbados ,Barbuda ,Belize ,Bermuda ,Bolivia ,Brazil ,Cayman Islands ,Chile ,Colombia ,Commonwealth of Dominica,Costa Rica ,Cuba ,Dominican Rep ,Ecuador ,El Salvador ,Falkland Islands & Deps,Grenada ,Guatemala ,Guyana ,Haiti ,Honduras ,Jamaica ,Mexico ,Montserrat ,"Nevis, St Kitts-Nevis ",Nicaragua ,Panama ,Paraguay ,Peru ,St Lucia ,St Vincent & Grenadines ,Suriname ,Trinidad & Tobago ,Turks & Caicos Islands,Uruguay ,Venezuala ,Virgin Islands (British),Australia ,New Zealand ,Fiji ,Samoa ,American Samoa ,Tonga ,Cook Islands ,Micronesia (Sub Region),Papua New Guinea ,Pitcairn ,Solomon Islands ,Vanuatu ,Others & Unknown 
E09000011,Greenwich,"6,340",10,30,30,10,320,120,70,230,0,140,150,120,230,30,0,10,30,30,130,120,410,270,0,10,20,120,230,10,20,0,30,30,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,10,10,0,0,10,0,10,0,0,10,70,0,10,0,0,0,0,0,0,0,10,10,0,0,0,840,0,0,0,0,20,20,20,0,0,0,10,0,0,20,0,20,20,0,0,50,0,0,0,150,0,0,0,280,0,10,10,0,20,0,0,10,0,0,0,10,0,0,0,790,0,160,20,0,0,0,0,0,10,0,0,120,0,0,10,50,0,0,0,60,70,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,40,0,0,0,0,0,0,0,0,0,0,0
E09000012,Hackney,"7,610",30,90,70,30,640,270,100,680,0,90,280,240,850,150,0,20,30,30,190,40,100,440,10,0,30,90,160,50,30,10,10,30,0,0,0,0,0,200,10,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,20,0,0,0,0,10,10,10,0,10,0,20,10,0,10,170,10,0,0,0,0,0,0,0,0,0,10,0,0,0,270,0,0,0,0,20,20,10,0,0,0,0,0,0,10,10,10,20,0,0,50,0,0,0,130,0,0,0,100,0,20,10,50,80,0,0,10,0,0,0,10,0,0,0,0,0,100,10,0,0,0,0,10,0,0,10,10,0,20,20,60,0,0,0,230,120,0,0,10,0,0,0,0,0,0,110,0,0,60,0,0,0,10,20,0,0,0,0,10,0,0,100,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,390,70,0,0,0,0,0,0,0,0,0,0,10
E09000013,Hammersmith and Fulham,"8,400",40,30,40,20,780,220,130,"1,000",0,100,210,290,810,140,0,20,40,40,130,50,90,320,10,10,10,70,80,50,20,0,20,60,0,0,0,0,10,40,20,0,0,10,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,20,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,10,40,50,0,10,0,0,0,10,0,0,10,10,0,0,10,0,0,0,90,0,0,0,100,10,60,20,0,40,0,0,20,0,0,10,10,0,20,0,10,0,90,90,0,10,0,0,0,10,0,10,10,0,10,130,0,0,0,0,240,140,0,0,20,0,0,0,0,0,0,80,0,10,130,0,0,0,0,10,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,"1,220",450,0,0,0,0,0,0,0,0,0,0,10
E09000014,Haringey,"11,540",20,50,20,30,600,190,180,"1,330",0,90,280,220,"1,350",80,0,30,60,80,"1,080",90,270,"1,130",0,10,80,620,640,30,10,0,20,40,0,0,0,0,20,230,40,0,0,0,10,0,0,0,0,70,10,0,0,0,0,0,10,0,0,0,0,10,0,10,0,10,0,30,10,0,0,150,0,0,0,0,0,0,0,0,0,20,20,0,0,0,140,0,0,10,0,20,40,30,0,0,0,0,0,0,20,10,10,20,0,0,80,0,0,0,180,0,0,0,120,0,50,10,20,60,0,0,10,0,0,10,10,0,0,10,20,0,170,30,0,10,0,0,20,0,0,10,50,10,0,20,20,0,0,0,120,70,0,0,10,0,0,0,0,0,0,180,0,0,120,0,0,0,0,30,0,0,10,0,0,0,0,110,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,190,70,0,0,0,0,0,0,0,0,0,0,10
E09000015,Harrow,"5,330",10,10,10,10,80,80,10,50,0,50,100,220,50,40,0,10,30,40,100,30,100,300,0,0,0,50,"1,220",10,10,0,10,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,50,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,30,20,0,0,0,20,0,0,10,0,10,110,0,0,30,0,0,0,50,0,0,0,880,0,30,10,0,10,0,0,0,50,0,0,10,0,0,0,140,0,320,30,0,0,0,0,0,0,0,0,490,0,0,10,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,20
E09000016,Havering,"1,200",0,0,0,0,30,20,10,40,0,10,50,60,20,0,0,10,10,10,20,20,150,60,0,0,0,30,150,0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,20,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
E09000017,Hillingdon,"5,290",0,20,10,10,80,120,40,70,0,60,220,160,80,30,0,10,10,30,90,110,200,420,0,10,0,50,150,10,20,0,10,20,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,10,10,0,0,30,0,20,0,0,0,0,0,0,0,10,0,0,0,0,90,0,0,0,0,0,50,30,0,0,0,10,0,0,10,0,20,100,0,0,50,0,0,0,110,0,0,0,"1,270",0,40,10,0,10,10,0,10,0,0,0,20,0,0,10,180,0,550,20,0,0,0,0,0,0,0,10,210,10,10,20,20,0,0,0,40,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0
E09000018,Hounslow,"9,150",20,20,20,10,230,100,40,190,0,90,330,180,150,50,0,20,30,40,90,170,360,"1,190",0,0,0,120,220,10,20,0,40,20,0,0,0,0,10,20,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,40,0,20,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,10,140,0,0,30,0,0,0,60,0,0,0,"2,720",0,30,10,0,20,0,0,0,0,0,10,10,0,0,20,340,0,890,60,0,10,0,0,0,0,0,0,170,10,0,20,10,0,0,0,70,30,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,150,90,0,0,0,0,0,0,0,0,0,0,10
E09000019,Islington,"7,950",50,40,50,30,760,330,180,"1,140",0,120,170,330,810,140,0,30,30,40,140,30,70,190,10,0,40,60,60,70,40,10,20,70,0,10,0,10,0,100,10,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,0,0,20,0,10,0,0,0,0,0,0,0,10,20,0,0,0,60,0,0,0,0,0,60,30,0,0,0,0,0,0,10,0,10,10,0,0,50,0,0,0,150,0,0,0,160,10,30,10,10,70,0,0,20,0,0,10,30,0,0,0,10,0,60,20,0,10,0,0,0,0,0,20,0,10,10,30,20,0,0,0,410,200,0,0,10,0,0,0,0,0,0,80,0,10,110,0,0,0,0,10,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,570,140,0,0,0,0,0,0,0,0,0,0,0
E09000020,Kensington and Chelsea,"6,650",40,60,60,20,830,230,180,740,0,90,130,140,770,240,0,20,20,10,50,20,40,110,10,10,30,40,60,70,40,0,20,100,0,0,0,10,10,50,10,10,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,10,40,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,90,0,0,0,110,0,50,10,10,40,10,0,10,0,0,20,30,0,10,0,0,0,40,120,0,10,0,0,0,0,10,30,10,0,20,40,0,0,0,0,600,160,0,0,30,0,0,0,0,0,0,60,0,10,30,0,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,0,0,10,0,0,0,0,0,0,20,0,380,90,0,0,0,0,0,0,0,0,0,0,10
E09000021,Kingston upon Thames,"2,390",10,10,10,10,70,70,60,80,0,20,70,80,70,20,0,10,20,20,100,20,80,200,0,0,10,90,60,10,20,0,10,20,0,0,0,10,0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,40,0,0,0,130,10,50,20,0,20,10,0,140,0,0,0,10,0,0,0,10,0,100,20,0,0,0,0,0,0,0,0,120,0,10,10,0,0,0,0,70,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0
E09000022,Lambeth,"11,080",30,60,40,20,750,260,90,"1,090",0,130,870,490,"1,370",110,0,20,40,50,200,60,160,790,10,10,20,150,160,30,20,0,20,30,0,0,0,0,10,50,30,0,0,0,10,0,0,0,0,50,10,0,0,0,10,0,40,0,0,0,0,10,30,10,0,20,0,40,20,0,10,180,10,10,0,0,0,0,0,10,0,0,10,0,0,0,260,0,0,0,0,20,40,40,0,10,0,10,0,0,20,0,10,20,0,0,30,0,0,0,100,0,0,0,100,0,20,10,0,40,0,0,20,0,0,0,20,0,10,0,10,0,330,50,0,0,0,0,0,0,0,20,10,0,10,40,10,0,0,0,210,120,0,0,10,0,0,0,0,0,30,220,0,0,160,0,0,0,0,100,0,0,0,0,10,0,0,230,20,0,0,0,0,0,10,0,0,0,10,0,0,20,0,730,250,0,0,0,0,0,0,0,0,0,0,10
E09000023,Lewisham,"7,090",20,20,20,20,560,170,60,440,0,130,200,190,490,70,0,30,20,40,170,80,300,380,10,0,30,80,200,20,20,0,20,30,10,10,0,0,10,50,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,90,0,0,0,0,10,50,10,0,10,0,0,0,0,10,120,10,20,0,0,0,0,10,10,0,0,10,0,0,0,570,0,0,0,0,40,20,30,0,0,0,0,0,0,20,0,10,30,0,0,20,0,0,0,230,0,0,0,280,0,20,10,0,20,0,0,20,0,0,0,20,0,0,0,30,0,150,20,0,0,0,0,0,0,0,10,220,0,10,30,80,0,0,0,90,60,0,0,10,0,0,0,0,0,0,80,0,0,40,0,0,0,0,10,0,0,10,0,10,0,0,250,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,130,40,0,0,0,0,0,0,0,0,0,0,10
E09000024,Merton,"5,270",10,20,20,10,160,120,30,220,0,40,170,130,190,40,0,10,30,40,110,40,150,770,10,10,10,200,170,10,20,0,10,20,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,0,0,0,0,0,10,10,0,0,0,70,0,0,0,0,0,0,150,0,0,0,0,0,10,10,0,10,10,0,0,50,0,0,0,40,0,0,0,200,0,20,10,0,20,0,0,50,0,0,0,10,0,0,0,40,0,570,50,0,0,0,0,0,0,0,0,270,0,0,20,0,0,0,0,70,60,0,0,10,0,0,0,0,0,0,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,250,100,0,0,0,0,0,0,0,0,0,0,0
E09000025,Newham,"20,480",20,50,30,10,530,160,100,600,0,130,600,170,850,70,0,70,60,100,860,400,"2,180",780,10,10,0,520,"1,440",20,20,0,60,30,0,10,20,0,10,30,20,0,0,0,10,0,0,0,0,40,10,0,0,0,0,0,30,0,0,0,0,10,10,10,0,20,0,10,10,0,20,190,10,20,0,0,0,0,0,0,0,20,10,0,0,0,470,0,0,20,0,20,50,30,0,0,0,10,0,0,50,10,10,60,0,0,"1,510",0,0,0,130,0,0,0,"3,180",0,20,0,0,10,0,0,0,0,0,0,30,0,0,10,120,0,"3,180",100,0,0,0,0,0,10,0,0,380,10,10,30,30,10,0,0,50,40,0,0,0,0,0,0,0,0,0,110,0,0,60,0,0,0,0,20,0,0,0,0,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,30,0,0,0,0,0,0,0,0,0,0,0
