Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia ,Czech Rep ,Slovak Rep ,Hungary ,Rep of Latvia ,Rep of Lithuania ,Poland ,Rep of Slovenia ,Malta ,Cyprus ,Bulgaria ,Romania ,Switzerland ,Norway ,Iceland ,Ukraine ,Russian Federation ,Rep of Armenia ,Rep of Belarus ,Rep of Moldova ,Rep of Azerbaijan ,Rep of Georgia ,Turkey ,Albania ,Rep of Croatia ,Rep of Bosnia-Herzegovina ,Former Yug Rep of Macedonia,Serbia & Montenegro ,Andorra ,Monaco ,Liechtenstein ,Faroe Islands ,Algeria ,Angola ,Benin ,Bissau (Guinea) ,Botswana ,Burkina Faso ,Burundi ,Cameroon ,Cape Verde Islands ,Central African Rep,Chad ,Comoro Islands ,Congo ,Cote D'Ivoire ,Democratic Rep of Congo,Djibouti ,Egypt ,Equatorial Guinea ,Eritrea ,Ethiopia ,Gabon ,Gambia ,Ghana ,Guinea ,Kenya ,Lesotho ,Liberia ,Libya ,Malagasy Rep ,Malawi ,Mali ,Mauritania ,Mauritius ,Morocco ,Mozambique ,Namibia ,Niger ,Nigeria ,Principe & Sao Tome,Rwanda ,Senegal ,Seychelles ,Sierra Leone ,Somalia ,South Africa ,St Helena & Deps ,Sudan ,Swaziland ,Tanzania ,Togo ,Tunisia ,Uganda ,Zambia ,Zimbabwe ,Afghanistan ,Arab Emirates ,Bahrain ,Bangladesh ,Bhutan ,Brunei ,Cambodia ,China Peoples Rep,_Macau ,_Hong Kong ,East Timor ,India ,Indonesia ,Iran ,Iraq ,Israel ,Japan ,Jordan ,North Korea ,South Korea ,Kuwait ,Laos ,Lebanon ,Malaysia ,_Sabah ,Mongolia ,Union of Myanmar (Burma),Nepal ,Oman ,Pakistan ,Philippines ,Qatar ,Rep of Kazakhstan ,Rep of Kyrgyzstan ,Rep of Tajikistan ,Rep of Turkmenistan ,Rep of Uzbekistan ,Saudi Arabia ,Singapore ,Sri Lanka ,Syria ,Taiwan ,Thailand ,Vietnam ,Rep of Yemen ,Maldive Islands ,British Indian Ocean Islands,USA ,Canada ,Anguilla ,Antigua ,Argentina ,Bahamas ,Barbados ,Barbuda ,Belize ,Bermuda ,Bolivia ,Brazil ,Cayman Islands ,Chile ,Colombia ,Commonwealth of Dominica,Costa Rica ,Cuba ,Dominican Rep ,Ecuador ,El Salvador ,Falkland Islands & Deps,Grenada ,Guatemala ,Guyana ,Haiti ,Honduras ,Jamaica ,Mexico ,Montserrat ,"Nevis, St Kitts-Nevis ",Nicaragua ,Panama ,Paraguay ,Peru ,St Lucia ,St Vincent & Grenadines ,Suriname ,Trinidad & Tobago ,Turks & Caicos Islands,Uruguay ,Venezuala ,Virgin Islands (British),Australia ,New Zealand ,Fiji ,Samoa ,American Samoa ,Tonga ,Cook Islands ,Micronesia (Sub Region),Papua New Guinea ,Pitcairn ,Solomon Islands ,Vanuatu ,Others & Unknown 
E09000011,Greenwich,8020,20,30,20,10,270,140,40,190,0,180,130,110,160,40,0,20,30,70,120,240,550,270,0,0,30,110,190,10,20,0,20,30,0,0,0,0,0,40,10,0,0,0,10,0,0,0,0,20,0,0,0,0,0,10,70,0,0,0,0,10,20,10,0,0,0,10,0,0,20,90,10,20,0,0,0,0,0,0,0,10,10,0,0,0,1120,0,10,10,0,20,40,40,0,0,0,20,0,0,30,10,50,30,0,0,90,20,0,0,190,0,0,0,480,0,20,20,0,20,10,0,0,0,0,0,10,0,0,0,1330,0,190,40,0,0,0,0,0,0,0,0,230,0,0,20,50,0,0,0,80,70,0,0,10,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,10
E09000012,Hackney,8700,40,90,50,40,560,280,70,690,0,100,270,280,670,180,0,20,30,30,200,100,190,540,10,10,40,170,140,50,30,10,10,20,0,0,0,10,10,400,20,0,0,10,20,0,0,0,0,50,10,0,0,0,0,0,20,0,0,0,0,30,0,20,0,10,0,30,20,0,10,140,10,10,0,10,0,0,0,0,0,0,20,0,0,0,380,0,0,10,0,40,30,30,0,10,0,0,0,10,20,0,20,20,0,0,130,0,0,0,140,0,0,0,150,0,40,10,60,90,0,0,30,0,0,0,10,0,0,0,0,0,100,30,0,0,0,0,30,10,0,0,20,0,10,30,110,0,0,0,220,110,0,0,10,0,0,0,0,0,0,190,0,10,120,0,0,0,0,10,0,0,0,0,0,0,0,120,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,350,80,0,0,0,0,0,0,0,0,0,0,10
E09000013,Hammersmith and Fulham,9250,50,50,40,20,900,220,90,870,0,110,150,350,680,200,0,30,30,30,150,90,90,320,10,10,10,50,110,40,20,0,20,40,0,10,0,0,0,90,20,0,0,0,20,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,60,40,0,0,20,0,0,0,0,10,0,0,0,0,10,30,0,0,0,50,0,0,0,0,10,90,50,0,10,0,0,0,0,0,0,10,30,0,0,30,0,0,0,110,0,0,0,150,10,100,30,10,60,10,0,30,0,0,20,20,0,40,0,10,0,100,160,0,10,0,0,0,0,0,10,20,10,10,130,10,0,0,0,230,160,0,0,20,0,0,0,0,0,0,160,0,10,220,0,0,0,0,10,0,0,0,0,0,0,0,30,20,0,0,0,0,0,10,0,0,0,0,0,0,20,0,1280,490,0,0,0,0,0,0,0,0,0,0,40
E09000014,Haringey,12810,40,40,20,30,650,200,110,1060,0,110,210,240,1020,90,0,30,70,100,1110,140,360,1270,10,0,110,770,600,30,20,10,30,40,0,0,10,0,20,490,40,10,0,10,30,0,0,0,0,80,10,0,0,0,0,0,20,0,0,0,0,50,10,30,0,10,0,70,50,0,0,140,10,10,0,10,0,0,0,0,0,30,20,0,0,0,170,0,10,10,0,20,90,30,0,10,0,10,0,0,40,0,20,40,0,0,180,0,0,0,290,0,0,0,220,0,100,20,20,70,0,0,10,0,0,10,20,0,0,10,30,0,190,70,0,0,0,0,30,10,0,0,90,10,0,10,40,0,0,0,110,60,0,0,10,0,0,0,0,0,0,270,0,10,150,0,0,0,0,30,0,0,0,0,0,0,0,140,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,220,60,0,0,0,0,0,0,0,0,0,0,20
E09000015,Harrow,6920,10,20,20,10,100,110,10,50,0,80,100,190,40,40,0,20,10,30,90,40,160,370,0,0,0,70,920,20,20,0,10,10,0,0,0,0,0,30,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,10,0,0,0,0,0,40,0,90,0,0,0,0,0,0,0,10,10,0,0,0,70,0,0,0,0,0,40,10,0,0,0,20,0,0,10,0,10,150,0,0,50,0,0,0,50,0,0,0,1620,0,50,20,0,10,0,0,0,50,0,0,10,0,0,0,270,0,320,70,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0
E09000016,Havering,1430,0,10,0,0,30,20,0,20,0,20,20,50,20,10,0,0,10,0,10,40,200,80,0,0,0,40,100,0,0,0,10,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,30,0,0,0,40,0,0,0,30,0,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
E09000017,Hillingdon,6680,10,10,10,10,90,100,30,50,0,60,200,100,70,30,0,10,10,20,110,80,230,330,0,10,10,40,130,10,20,0,10,20,0,0,0,0,0,50,20,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,10,0,10,0,20,0,20,10,0,0,20,0,30,0,0,0,0,0,0,0,20,0,0,0,0,140,0,0,0,0,10,100,20,0,0,0,10,0,0,20,0,30,150,0,0,100,0,0,0,70,0,0,0,2020,10,60,20,0,10,10,0,10,0,0,10,30,0,0,10,260,0,620,90,0,0,0,0,0,0,0,0,510,10,0,40,10,0,0,0,40,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,10
E09000018,Hounslow,12350,30,20,20,10,240,110,20,180,0,80,250,140,160,50,0,40,40,60,100,260,480,1210,0,0,0,120,190,10,20,0,30,20,0,10,10,0,10,40,10,10,0,0,10,0,0,0,0,50,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,20,0,10,10,0,0,50,0,30,0,0,0,0,0,0,0,10,20,0,0,0,80,0,10,0,0,10,90,30,0,10,0,10,0,0,30,0,20,190,0,0,50,0,0,0,50,0,0,0,4620,0,60,20,10,20,0,0,10,0,0,10,10,0,0,30,530,0,1040,140,0,10,0,0,0,0,0,0,460,10,0,40,10,0,0,0,60,30,0,0,10,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,170,100,0,0,0,0,0,0,0,0,0,0,10
E09000019,Islington,8450,40,40,50,30,760,320,130,940,0,110,130,380,640,190,0,10,30,40,150,50,90,210,0,10,40,80,50,60,40,10,20,60,0,0,0,10,10,180,20,10,0,0,20,0,0,0,0,50,10,0,0,0,0,0,10,0,0,0,0,10,0,10,0,10,0,70,60,0,0,20,0,10,0,0,0,0,0,0,0,10,20,0,0,0,80,0,0,0,0,10,90,30,0,10,0,0,0,0,10,0,10,10,0,0,110,0,0,0,150,0,0,0,200,0,60,10,20,110,0,0,30,0,0,10,20,0,0,0,20,0,80,40,0,10,0,0,10,10,0,30,20,0,10,30,20,10,0,0,430,240,0,0,10,0,0,0,0,0,10,100,0,10,220,0,0,0,0,20,0,0,0,0,0,0,0,30,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,620,150,0,0,0,0,0,0,0,0,0,0,10
E09000020,Kensington and Chelsea,7400,40,50,60,30,940,250,150,710,0,130,120,150,690,270,0,20,20,30,30,40,90,110,10,10,20,40,40,60,50,0,20,90,0,10,10,10,10,70,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,30,20,0,0,10,0,0,0,0,10,0,0,0,0,10,30,0,0,0,30,0,0,10,0,0,20,40,0,20,0,0,0,0,0,0,0,0,0,10,30,0,0,0,110,0,0,0,120,10,110,30,10,60,10,0,30,10,0,50,30,0,10,0,10,0,50,180,0,10,0,0,0,0,10,30,20,10,20,70,10,0,0,0,660,170,0,0,20,0,0,0,0,0,0,80,0,10,80,0,0,0,0,10,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,10,0,0,10,0,450,90,0,0,0,0,0,0,0,0,0,0,20
E09000021,Kingston upon Thames,3020,10,10,10,10,90,120,40,90,0,20,60,80,80,30,0,0,20,30,110,30,130,200,0,0,20,100,50,10,20,0,10,20,0,0,0,0,0,30,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,10,0,0,0,40,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,30,10,0,0,20,0,0,0,60,0,0,0,270,10,60,30,0,10,0,10,170,0,0,10,20,0,0,0,10,0,130,40,0,0,0,0,0,0,0,0,270,0,10,10,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0
E09000022,Lambeth,12050,40,40,30,30,830,260,70,1000,0,170,640,470,1160,130,0,40,40,70,180,120,210,860,10,10,10,150,170,40,20,0,30,40,0,0,0,0,0,70,20,10,0,0,10,0,0,0,0,50,10,0,0,0,0,0,60,0,0,0,0,30,50,20,0,10,0,100,60,0,10,170,20,10,0,10,0,0,10,10,0,20,20,0,0,0,390,0,10,10,0,40,80,60,0,10,0,10,0,0,20,0,10,20,0,0,50,0,0,0,140,0,0,0,160,10,30,20,10,30,0,0,20,0,0,10,20,0,10,0,30,0,380,80,0,0,0,0,0,0,0,10,30,10,0,40,30,0,0,0,210,150,0,0,10,0,0,0,0,0,10,270,0,10,300,0,0,10,10,100,0,0,0,0,10,0,0,280,20,0,0,0,0,0,10,0,0,0,10,0,0,20,0,860,270,0,0,0,0,0,0,0,0,0,0,0
E09000023,Lewisham,8710,20,50,20,10,610,190,40,430,0,160,150,200,350,60,0,30,30,40,100,150,420,450,0,0,30,100,200,30,20,0,30,40,10,0,0,0,10,90,40,0,0,0,20,0,0,0,0,40,0,0,0,0,0,0,100,0,0,0,0,20,90,10,0,10,0,20,10,0,20,150,10,30,0,10,0,0,0,10,0,0,10,0,0,0,790,0,0,10,0,60,40,30,0,10,0,10,10,0,20,10,40,50,0,0,60,0,0,10,350,0,0,0,460,10,60,10,0,40,0,0,20,0,0,0,20,0,10,0,50,0,150,40,0,10,0,0,0,10,0,10,390,0,10,50,100,0,0,0,100,70,0,0,10,0,0,0,0,0,10,160,0,0,70,0,0,0,0,20,0,0,10,0,0,0,0,320,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,130,50,0,0,0,0,0,0,0,0,0,0,10
E09000024,Merton,6600,10,30,20,20,170,190,10,200,0,70,130,150,140,40,0,20,40,60,90,70,190,830,0,20,10,210,170,20,30,10,20,20,0,10,0,0,0,30,10,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,130,0,10,0,0,0,0,0,0,0,20,10,0,0,0,70,0,10,0,0,10,10,200,0,10,0,0,0,0,20,0,30,20,0,0,80,0,0,0,50,0,0,0,360,10,40,20,10,40,0,0,80,0,0,10,10,0,0,0,70,0,670,80,0,0,0,0,0,0,0,0,680,0,0,20,10,0,0,0,70,80,0,0,10,0,0,0,0,0,0,90,0,0,20,0,0,0,0,10,0,0,0,0,10,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,260,100,0,0,0,0,0,0,0,0,0,0,0
E09000025,Newham,28550,20,40,20,10,430,270,50,450,0,150,530,140,550,50,0,100,60,130,540,610,3100,930,10,10,10,570,1250,10,30,0,60,60,0,20,20,0,10,50,20,0,0,0,20,0,0,0,0,40,20,0,0,0,0,0,40,0,0,0,0,20,10,20,0,30,0,10,10,0,50,200,30,40,0,10,0,0,0,0,0,30,20,0,0,0,720,0,10,40,0,30,90,40,0,10,0,20,0,0,80,10,30,80,0,0,2900,0,0,0,160,0,0,0,6970,0,30,0,0,10,0,0,10,0,0,0,40,0,0,20,270,0,3920,330,0,10,0,0,10,10,0,0,1040,0,0,30,40,0,0,0,70,40,0,0,10,0,0,0,0,0,0,150,0,0,80,0,0,0,0,20,0,0,0,0,10,0,0,60,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,10
